Latitude,Longitude (Decimal Degrees),Total Magnetic Field (nT),Corrected Total Magnetic Field (nT)
40.9811,-111.6416,130.2,-40.0
40.9811,-111.6414,128.1,-40.5
40.9811,-111.6411,126.1,-42.5
40.9811,-111.6409,124.6,-43.3
40.9811,-111.6406,123.1,-41.4
40.9812,-111.6404,120.7,-40.4
40.9812,-111.6401,117.8,-40.2
40.9812,-111.6399,115.3,-40.3
40.9812,-111.6395,112.6,-39.7
40.9812,-111.6393,108.9,-40.3
40.9812,-111.639,105.0,-41.9
40.9812,-111.6388,101.3,-42.8
40.9813,-111.6385,97.8,-41.3
40.9813,-111.6383,93.8,-40.7
40.9813,-111.638,89.6,-40.3
40.9813,-111.6378,85.8,-39.6
40.9813,-111.6375,82.4,-39.7
40.9813,-111.6373,79.0,-40.8
40.9813,-111.637,75.6,-42.1
40.9814,-111.6368,73.2,-42.5
40.9814,-111.6365,72.4,-40.7
40.9814,-111.6363,72.8,-40.7
40.9814,-111.636,73.6,-39.1
40.9814,-111.6358,74.9,-40.1
40.9814,-111.6355,76.9,-39.7
40.9814,-111.6353,78.7,-40.1
40.9815,-111.635,79.4,-40.4
40.9815,-111.6347,78.3,-40.2
40.9815,-111.6344,75.7,-39.9
40.9815,-111.6342,72.6,-39.5
40.9815,-111.6339,71.0,-39.5
40.9815,-111.6337,71.4,-40.0
40.9815,-111.6334,72.0,-39.2
40.9816,-111.6332,70.9,-40.7
40.9816,-111.6329,68.4,-39.5
40.9816,-111.6327,65.7,-40.6
40.9816,-111.6324,63.2,-39.3
40.9816,-111.6322,61.0,-37.3
40.984,-111.6267,108.2,-52.4
40.984,-111.6263,92.8,-54.0
40.9839,-111.6256,107.6,-51.0
40.9839,-111.6253,156.6,-51.8
40.9839,-111.6248,204.1,-52.4
40.9839,-111.6246,225.0,-52.0
40.9838,-111.6241,231.5,-51.8
40.9838,-111.6238,233.8,-48.4
40.9838,-111.6234,229.6,-45.5
40.9838,-111.6231,208.6,-44.5
40.9837,-111.6224,175.1,-42.1
40.9837,-111.622,149.1,-43.8
40.9837,-111.6217,139.0,-43.7
40.9836,-111.6213,134.4,-44.0
40.9836,-111.621,123.5,-46.1
40.9836,-111.6205,101.0,-45.9
40.9836,-111.6203,86.3,-45.2
40.9835,-111.6198,94.9,-45.6
40.9835,-111.6195,112.4,-41.9
40.9835,-111.6191,120.5,-43.1
40.9834,-111.6188,123.0,-42.2
40.9834,-111.6184,124.5,-42.8
40.9834,-111.6181,125.1,-42.5
40.9834,-111.6177,124.3,-43.3
40.9833,-111.6174,121.5,-43.2
40.9833,-111.6169,118.1,-41.6
40.9833,-111.6167,116.6,-42.3
40.9833,-111.6162,115.9,-41.5
40.9832,-111.6159,114.0,-42.5
40.9832,-111.6155,110.9,-42.0
40.9832,-111.6152,107.4,-43.6
40.9832,-111.6148,103.1,-42.7
40.9831,-111.6145,98.0,-43.3
40.9831,-111.6141,92.4,-42.3
40.9831,-111.6138,86.4,-42.3
40.983,-111.6134,80.4,-41.8
40.983,-111.6131,74.8,-43.2
40.983,-111.6126,69.6,-42.5
40.983,-111.6124,64.8,-43.3
40.9829,-111.6119,61.3,-42.3
40.9829,-111.6116,60.9,-42.3
40.9829,-111.6112,65.0,-41.9
40.9829,-111.6109,74.0,-41.4
40.9828,-111.6105,85.9,-41.0
40.9828,-111.6102,98.2,-41.4
40.9828,-111.6098,107.8,-41.1
40.9828,-111.6095,111.7,-40.6
40.9827,-111.609,110.4,-40.1
40.9827,-111.6088,108.6,-39.8
40.9827,-111.6083,109.2,-40.0
40.9827,-111.608,110.6,-39.8
40.9826,-111.6076,117.4,-39.5
40.9826,-111.6073,139.0,-37.5
40.9826,-111.6066,159.3,-39.2
40.9825,-111.6062,151.0,-42.8
40.9824,-111.604,132.0,-39.1
40.9823,-111.6037,132.5,-39.2
40.9823,-111.6033,142.4,-40.1
40.9823,-111.603,141.6,-41.6
40.9823,-111.6026,137.2,-40.7
40.9822,-111.6023,134.8,-40.7
40.9822,-111.6019,133.1,-40.5
40.9822,-111.6016,131.5,-41.3
40.9822,-111.6011,130.8,-40.5
40.9821,-111.6009,131.0,-41.4
40.9821,-111.6004,131.6,-41.6
40.9821,-111.6001,132.0,-41.5
40.982,-111.5997,132.2,-41.2
40.982,-111.5994,132.8,-41.3
40.982,-111.599,133.4,-40.8
40.982,-111.5987,133.2,-40.1
40.9819,-111.5983,131.2,-39.5
40.9819,-111.598,126.8,-40.4
40.9819,-111.5976,120.3,-42.1
40.9819,-111.5973,113.0,-42.0
40.9818,-111.5968,106.1,-41.3
40.9818,-111.5966,100.5,-40.9
40.9818,-111.5961,98.2,-41.5
40.9817,-111.5947,100.0,-41.7
40.9817,-111.5944,103.6,-41.6
40.9816,-111.594,107.1,-41.1
40.9816,-111.5937,109.4,-40.0
40.9816,-111.5932,110.4,-40.5
40.9816,-111.593,109.6,-39.5
40.9815,-111.5925,107.3,-40.7
40.9815,-111.5922,104.2,-40.8
40.9815,-111.5918,101.4,-41.0
40.9814,-111.5915,100.5,-41.0
40.9814,-111.5911,101.3,-40.2
40.9814,-111.5908,102.5,-40.1
40.9814,-111.5904,102.7,-40.3
40.9813,-111.5901,102.0,-40.2
40.9813,-111.5897,100.5,-40.6
40.9813,-111.5894,98.9,-41.0
40.9813,-111.5889,97.8,-40.3
40.9812,-111.5887,97.1,-39.8
40.9812,-111.5882,96.0,-39.7
40.9812,-111.5879,93.8,-39.7
40.9812,-111.5875,90.6,-39.8
40.9811,-111.5872,87.1,-40.0
40.9811,-111.5868,83.9,-39.9
40.9811,-111.5865,81.1,-39.7
40.981,-111.5861,78.6,-40.4
40.981,-111.5858,75.8,-39.4
40.981,-111.5853,72.3,-40.5
40.981,-111.5851,68.4,-38.8
40.9809,-111.5846,64.4,-39.4
40.9809,-111.5843,60.7,-39.9
40.9809,-111.5839,57.5,-39.7
40.9809,-111.5836,55.0,-39.3
40.9808,-111.5832,53.6,-38.2
40.9808,-111.5829,54.0,-37.9
40.9808,-111.5825,56.8,-38.8
40.9808,-111.5822,62.4,-39.4
40.9807,-111.5818,70.2,-38.6
40.9807,-111.5815,78.2,-38.8
40.9807,-111.581,83.7,-37.7
40.9807,-111.5808,85.4,-38.1
40.9806,-111.5803,83.6,-38.5
40.9806,-111.58,80.5,-37.9
40.9806,-111.5796,79.3,-37.6
40.9806,-111.5793,82.5,-38.7
40.9805,-111.5789,89.2,-36.9
40.9805,-111.5786,96.2,-37.5
40.9805,-111.5782,101.1,-36.6
40.9804,-111.5779,104.1,-36.1
40.9804,-111.5774,106.3,-37.5
40.9804,-111.5772,109.3,-38.6
40.9804,-111.5767,114.9,-36.8
40.9803,-111.5764,124.2,-36.1
40.9803,-111.576,136.8,-37.0
40.9803,-111.5757,148.3,-36.2
40.9803,-111.5753,152.2,-34.7
40.9802,-111.575,146.5,-35.1
40.9802,-111.5746,135.7,-35.4
40.9802,-111.5743,124.9,-35.4
40.9802,-111.5739,115.3,-36.8
40.9801,-111.5736,106.4,-35.3
40.9801,-111.5731,98.0,-35.9
40.9801,-111.5729,91.3,-34.9
40.98,-111.5724,87.0,-36.3
40.98,-111.5721,83.7,-36.2
40.98,-111.5717,79.8,-37.0
40.98,-111.5714,76.0,-37.1
40.9799,-111.571,73.9,-35.1
40.9799,-111.5707,75.3,-37.8
40.9799,-111.5703,80.3,-35.1
40.9799,-111.57,88.0,-36.1
40.9798,-111.5695,98.4,-33.5
40.9798,-111.5693,109.8,-35.1
40.9798,-111.5688,118.1,-37.7
40.9798,-111.5685,119.8,-37.8
40.9797,-111.5681,117.0,-36.3
40.9797,-111.5678,114.3,-34.9
40.9797,-111.5674,113.2,-33.8
40.9797,-111.5671,112.9,-35.1
40.9796,-111.5667,112.3,-33.5
40.9796,-111.5664,110.7,-32.4
40.9796,-111.566,107.1,-33.8
40.9795,-111.5657,102.4,-34.9
40.9795,-111.5652,97.2,-33.9
40.9795,-111.565,90.9,-32.6
40.9795,-111.5645,84.7,-32.2
40.9794,-111.5642,82.8,-32.9
40.9794,-111.5638,87.5,-32.3
40.9794,-111.5635,97.1,-32.3
40.9794,-111.5631,107.3,-33.2
40.9793,-111.5628,113.6,-32.5
40.9793,-111.5624,113.8,-32.1
40.9793,-111.5621,111.0,-31.7
40.9793,-111.5617,109.1,-31.8
40.9792,-111.5614,109.3,-31.9
40.9792,-111.5609,111.3,-31.5
40.9792,-111.5606,115.2,-31.2
40.9791,-111.5602,121.5,-31.3
40.9791,-111.5599,128.8,-31.1
40.9791,-111.5595,134.8,-31.4
40.9791,-111.5592,139.1,-31.5
40.979,-111.5588,143.5,-31.8
40.979,-111.5585,148.3,-31.4
40.979,-111.5581,148.9,-29.8
40.979,-111.5578,142.2,-30.3
40.9789,-111.5573,131.2,-29.4
40.9789,-111.5571,119.7,-29.0
40.9789,-111.5566,108.7,-28.9
40.9789,-111.5563,101.7,-28.9
40.9788,-111.5559,103.2,-29.1
40.9788,-111.5556,113.3,-28.5
40.9788,-111.5552,128.1,-28.8
40.9788,-111.5549,142.9,-26.4
40.9787,-111.5545,153.8,-23.5
40.9787,-111.5542,159.8,-19.3
40.9787,-111.5538,161.5,-17.5
40.9786,-111.5535,161.8,-13.4
40.9786,-111.553,165.2,-10.0
40.9786,-111.5527,171.2,-7.6
40.9786,-111.5523,173.3,-5.9
40.9785,-111.552,169.8,-6.4
40.9785,-111.5516,164.1,-10.1
40.9785,-111.5513,157.6,-12.4
40.9785,-111.5509,148.0,-17.7
40.9784,-111.5506,135.1,-21.3
40.9784,-111.5502,122.3,-24.5
40.9784,-111.5499,112.2,-26.1
40.9784,-111.5494,102.9,-27.2
40.9783,-111.5492,92.4,-15.0
40.9783,-111.5487,83.3,-6.2
40.9783,-111.5484,79.2,5.7
40.9782,-111.548,79.4,14.3
40.9782,-111.5477,81.6,20.6
40.9782,-111.5473,85.2,26.3
40.9782,-111.547,90.8,31.4
40.9781,-111.5466,97.4,35.0
40.9781,-111.5463,103.6,36.0
40.9781,-111.5459,109.4,37.3
40.9781,-111.5456,114.6,37.8
40.978,-111.5451,119.6,39.5
40.978,-111.5448,124.9,44.0
40.978,-111.5444,130.7,46.5
40.978,-111.5441,135.6,48.1
40.9779,-111.5437,137.6,47.2
40.9779,-111.5434,137.0,44.7
40.9779,-111.543,136.2,42.5
40.9779,-111.5427,136.9,40.2
40.9778,-111.5423,137.3,39.4
40.9778,-111.542,135.4,39.1
40.9778,-111.5415,132.5,38.3
40.9777,-111.5413,131.6,38.2
40.9777,-111.5408,131.7,37.9
40.9777,-111.5405,130.7,36.7
40.9777,-111.5401,128.7,37.1
40.9776,-111.5398,125.9,37.1
40.9776,-111.5394,122.9,36.4
40.9776,-111.5391,120.8,32.8
40.9776,-111.5385,120.1,25.4
40.9776,-111.5381,120.1,18.1
40.9776,-111.5375,119.1,9.9
40.9777,-111.5372,113.5,5.0
40.9777,-111.5366,102.1,6.7
40.9777,-111.5362,89.4,11.4
40.9777,-111.5356,81.4,8.7
40.9777,-111.5352,80.7,-12.2
40.9778,-111.5346,86.0,-25.4
40.9778,-111.5342,95.3,-25.9
40.9778,-111.5337,105.7,-20.8
40.9778,-111.5333,114.1,-15.2
40.9778,-111.5327,117.6,-10.1
40.9778,-111.5323,115.9,-6.1
40.9779,-111.5317,111.2,-3.8
40.9779,-111.5313,105.4,-2.6
40.9779,-111.5307,99.2,-0.5
40.9779,-111.5304,92.8,3.4
40.9779,-111.5298,86.9,7.7
40.978,-111.5294,82.7,10.4
40.978,-111.5288,82.1,11.4
40.978,-111.5284,86.1,9.8
40.978,-111.5278,93.6,11.0
40.978,-111.5274,102.2,11.6
40.9781,-111.5269,110.8,13.1
40.9781,-111.5265,118.1,13.3
40.9781,-111.5259,122.4,14.9
40.9781,-111.5255,124.2,15.8
40.9781,-111.5249,124.4,15.8
40.9781,-111.5245,122.1,17.2
40.9782,-111.5239,116.5,18.4
40.9782,-111.5236,109.4,19.7
40.9782,-111.523,102.7,20.1
40.9782,-111.5226,96.3,20.6
40.9782,-111.522,90.4,21.6
40.9783,-111.5216,85.8,23.4
40.9783,-111.521,83.7,22.4
40.9783,-111.5206,83.5,23.2
40.9783,-111.5201,83.2,23.2
40.9783,-111.5197,81.9,24.2
40.9783,-111.5191,80.2,24.5
40.9784,-111.5187,79.8,25.2
40.9784,-111.5181,80.3,25.2
40.9784,-111.5177,80.3,25.2
40.9784,-111.5171,80.3,25.1
40.9784,-111.5168,81.1,25.1
40.9785,-111.5162,81.9,25.7
40.9785,-111.5158,81.3,25.7
40.9785,-111.5152,79.2,25.1
40.9785,-111.5148,76.4,25.1
40.9785,-111.5142,73.9,24.8
40.9785,-111.5138,72.1,26.3
40.9786,-111.5133,72.0,25.5
40.9786,-111.5129,75.0,26.4
40.9786,-111.5123,81.9,26.0
40.9786,-111.5119,91.7,25.9
40.9786,-111.5113,102.3,26.5
40.9787,-111.5109,111.7,26.8
40.9787,-111.5103,118.9,28.1
40.9787,-111.5099,124.5,28.0
40.9787,-111.5094,129.6,28.7
40.9787,-111.509,134.4,29.6
40.9788,-111.5084,137.0,31.2
40.9788,-111.508,136.3,30.9
40.9788,-111.5074,133.1,30.9
40.9788,-111.507,130.2,31.4
40.9788,-111.5064,128.5,31.6
40.9788,-111.5061,127.0,30.8
40.9789,-111.5055,124.5,31.5
40.9789,-111.5051,121.3,31.7
40.9789,-111.5045,117.5,31.6
40.9789,-111.5041,113.2,30.3
40.9789,-111.5035,108.8,31.2
40.979,-111.5031,105.1,32.1
40.979,-111.5026,102.2,31.5
40.979,-111.5022,99.4,30.7
40.979,-111.5016,96.3,31.5
40.979,-111.5012,92.7,30.7
40.979,-111.5006,88.8,31.3
40.9791,-111.5002,85.3,30.7
40.9791,-111.4996,82.6,30.9
40.9791,-111.4993,81.1,31.6
40.9791,-111.4987,80.8,31.0
40.9791,-111.4983,82.0,30.8
40.9792,-111.4977,86.0,32.1
40.9792,-111.4973,94.1,31.6
40.9792,-111.4967,104.0,31.9
40.9792,-111.4963,110.3,32.4
40.9792,-111.4958,109.4,32.9
40.9792,-111.4954,102.8,31.8
40.9793,-111.4948,94.7,32.7
40.9793,-111.4944,87.2,32.7
40.9793,-111.4938,81.2,32.2
40.9793,-111.4934,77.9,31.9
40.9793,-111.4928,77.7,32.7
40.9794,-111.4925,80.1,32.4
40.9794,-111.4919,85.4,33.4
40.9794,-111.4915,93.8,34.2
40.9794,-111.4909,102.4,35.7
40.9794,-111.4905,106.7,35.2
40.9795,-111.489,106.7,36.7
40.9795,-111.4886,107.1,37.0
40.9795,-111.488,110.8,38.4
40.9795,-111.4876,116.4,39.0
40.9796,-111.487,121.1,39.4
40.9796,-111.4866,124.1,42.5
40.9796,-111.486,128.4,42.5
40.9796,-111.4857,136.8,43.0
40.9796,-111.4851,149.0,45.2
40.9796,-111.4847,162.2,44.0
40.9797,-111.4841,172.3,45.6
40.9797,-111.4837,172.7,44.1
40.9797,-111.4831,163.0,44.2
40.9797,-111.4827,150.1,43.0
40.9797,-111.4822,138.8,42.5
40.9798,-111.4818,129.7,42.0
40.9798,-111.4812,122.8,42.3
40.9798,-111.4808,117.8,43.0
40.9798,-111.4802,114.0,42.7
40.9798,-111.4798,110.8,42.3
40.9799,-111.4792,107.7,43.0
40.9799,-111.4788,104.9,43.2
40.9799,-111.4783,102.6,42.7
40.9799,-111.4779,100.3,43.1
40.9799,-111.4773,97.3,42.9
40.9799,-111.4769,94.0,43.6
40.98,-111.4763,92.4,43.8
40.98,-111.4759,93.2,44.3
40.98,-111.4753,96.0,43.9
40.98,-111.475,99.8,44.5
40.98,-111.4744,103.2,44.3
40.98,-111.474,104.2,44.0
40.9801,-111.4734,101.7,43.7
40.9801,-111.473,97.1,44.1
40.9801,-111.4724,92.6,44.6
40.9801,-111.472,89.3,43.7
40.9801,-111.4715,87.6,44.6
40.9802,-111.4711,88.0,44.4
40.9802,-111.4705,90.7,45.0
40.9802,-111.4701,94.6,44.9
40.9802,-111.4695,97.7,45.6
40.9802,-111.4691,98.6,45.4
40.9803,-111.4685,97.4,45.6
40.9803,-111.4682,94.8,46.0
40.9803,-111.4676,91.5,46.9
40.9803,-111.4672,87.5,46.7
40.9803,-111.4666,82.6,45.3
40.9803,-111.4662,77.9,46.0
40.9804,-111.4656,75.1,45.4
40.9804,-111.4652,76.7,46.0
40.9804,-111.4647,82.9,44.6
40.9804,-111.4643,91.5,45.7
40.9804,-111.4637,99.7,43.9
40.9804,-111.4633,105.1,43.2
40.9805,-111.4627,104.9,43.8
40.9805,-111.4623,96.0,46.7
40.9805,-111.4614,83.2,48.7
40.9805,-111.4608,75.4,49.0
40.9806,-111.4604,74.0,49.2
40.9806,-111.4598,74.4,49.9
40.9806,-111.4594,76.1,52.3
40.9806,-111.4588,80.9,53.9
40.9806,-111.4584,88.5,53.3
40.9807,-111.4579,97.6,52.2
40.9807,-111.4575,106.9,52.0
40.9807,-111.4569,115.0,51.8
40.9807,-111.4565,120.1,53.4
40.9807,-111.4559,120.5,54.2
40.9807,-111.4555,113.5,54.8
40.9808,-111.4549,99.7,54.7
40.9808,-111.4546,85.9,55.1
40.9808,-111.454,80.6,54.4
40.9808,-111.4536,85.8,55.6
40.9808,-111.453,95.7,55.7
40.9808,-111.4526,104.1,55.4
40.9809,-111.452,111.4,57.7
40.9809,-111.4516,120.1,59.0
40.9809,-111.4511,128.7,60.2
40.9809,-111.4507,133.4,61.2
40.9809,-111.4501,133.6,60.5
40.981,-111.4497,131.5,61.9
40.981,-111.4491,128.8,62.1
40.981,-111.4487,126.0,62.7
40.981,-111.4481,123.2,62.5
40.981,-111.4477,120.9,62.7
40.9811,-111.4472,119.5,63.2
40.9811,-111.4468,119.1,64.4
40.9811,-111.4462,118.9,66.0
40.9811,-111.4458,118.6,68.0
40.9811,-111.4452,117.7,68.3
40.9811,-111.4448,116.5,66.0
40.9812,-111.4442,115.6,57.5
40.9812,-111.4439,116.0,54.8
40.9811,-111.4434,117.8,61.2
40.9811,-111.4431,120.4,62.8
40.9811,-111.4426,123.2,62.9
40.9811,-111.4423,126.3,62.3
40.9811,-111.4418,130.3,62.4
40.981,-111.4415,134.8,63.1
40.981,-111.4411,138.6,63.0
40.981,-111.4408,139.5,62.8
40.981,-111.4403,135.3,63.0
40.9809,-111.44,127.7,63.8
40.9809,-111.4395,119.6,63.2
40.9809,-111.4392,112.1,62.2
40.9809,-111.4388,104.8,62.3
40.9809,-111.4384,98.2,62.4
40.9808,-111.438,93.1,62.5
40.9808,-111.4377,89.6,62.3
40.9808,-111.4372,87.4,64.0
40.9808,-111.4369,85.6,62.7
40.9807,-111.4364,84.0,63.5
40.9807,-111.4361,82.2,63.3
40.9807,-111.4357,79.7,63.9
40.9807,-111.4354,77.0,62.4
40.9807,-111.4349,74.3,63.4
40.9806,-111.4346,72.4,63.1
40.9806,-111.4341,71.7,63.9
40.9806,-111.4338,71.9,64.4
40.9806,-111.4333,71.3,65.2
40.9805,-111.433,69.1,64.0
40.9805,-111.4326,65.9,63.6
40.9805,-111.4323,62.7,62.1
40.9805,-111.4318,60.6,64.1
40.9805,-111.4315,59.9,65.4
40.9804,-111.431,60.1,65.5
40.9804,-111.4307,59.9,66.4
40.9804,-111.4302,59.5,66.3
40.9804,-111.4299,60.9,62.0
40.9803,-111.4295,64.6,64.2
40.9803,-111.4292,69.8,61.6
40.9803,-111.4287,76.8,64.8
40.9803,-111.4284,87.3,65.0
40.9803,-111.4279,102.9,66.2
40.9802,-111.4276,122.1,66.8
40.9802,-111.4272,139.9,67.8
40.9802,-111.4268,151.7,68.7
40.9802,-111.4264,155.3,67.4
40.9801,-111.4256,154.6,68.1
40.9801,-111.4253,155.3,69.8
40.9801,-111.4248,158.6,70.4
40.9801,-111.4245,161.1,71.8
40.98,-111.4241,162.3,72.0
40.98,-111.4237,164.1,71.6
40.98,-111.4233,168.1,73.5
40.98,-111.423,171.6,73.9
40.9799,-111.4225,167.5,72.9
40.9799,-111.4222,154.3,72.0
40.9799,-111.4217,139.4,70.9
40.9799,-111.4214,128.4,69.6
40.9798,-111.421,120.3,70.5
40.9798,-111.4207,113.6,70.1
40.9798,-111.4202,107.2,70.2
40.9798,-111.4199,101.3,69.3
40.9798,-111.4194,96.2,68.3
40.9797,-111.4191,91.1,68.9
40.9797,-111.4186,85.5,67.7
40.9797,-111.4183,80.7,68.2
40.9797,-111.4179,77.6,68.1
40.9796,-111.4176,75.9,69.1
40.9796,-111.4171,74.5,69.6
40.9796,-111.4168,73.3,70.4
40.9796,-111.4163,72.5,67.4
40.9796,-111.416,72.2,67.7
40.9795,-111.4155,73.1,68.8
40.9795,-111.4152,76.8,68.9
40.9795,-111.4148,81.7,70.8
40.9795,-111.4145,83.2,70.6
40.9794,-111.414,79.6,69.9
40.9794,-111.4137,73.9,69.7
40.9794,-111.4132,69.4,68.4
40.9794,-111.4129,67.7,69.7
40.9794,-111.4125,69.0,69.5
40.9793,-111.4121,71.4,70.4
40.9793,-111.4117,71.8,69.9
40.9793,-111.4114,68.9,70.6
40.9793,-111.4109,65.3,69.0
40.9792,-111.4106,65.1,69.1
40.9792,-111.4101,69.3,68.8
40.9792,-111.4098,76.2,70.7
40.9792,-111.4094,84.4,69.8
40.9792,-111.4091,92.8,71.0
40.9791,-111.4086,98.4,71.7
40.9791,-111.4083,98.4,71.1
40.9791,-111.4078,95.2,70.5
40.9791,-111.4075,94.4,71.1
40.979,-111.407,97.1,72.4
40.979,-111.406,98.7,71.8
40.9789,-111.4055,96.8,73.6
40.9789,-111.4052,94.3,72.9
40.9789,-111.4047,92.5,73.3
40.9789,-111.4044,89.3,72.6
40.9789,-111.4039,84.6,72.9
40.9788,-111.4036,81.0,73.1
40.9788,-111.4032,79.3,73.4
40.9788,-111.4029,78.2,73.6
40.9788,-111.4024,76.5,72.4
40.9788,-111.4021,74.2,73.4
40.9787,-111.4016,71.7,73.1
40.9787,-111.4013,69.6,73.1
40.9787,-111.4009,68.9,72.6
40.9787,-111.4005,69.9,73.0
40.9786,-111.4001,72.8,74.3
40.9786,-111.3998,76.9,73.7
40.9786,-111.3993,79.6,74.1
40.9786,-111.399,80.2,75.2
40.9785,-111.3985,82.2,73.1
40.9785,-111.3982,88.5,73.5
40.9785,-111.3978,96.9,73.7
40.9785,-111.3974,101.4,75.2
40.9785,-111.397,99.6,75.4
40.9784,-111.3967,96.1,76.1
40.9784,-111.3962,94.9,76.7
40.9784,-111.3959,93.0,76.6
40.9784,-111.3954,87.6,76.5
40.9783,-111.3951,81.6,75.9
40.9783,-111.3947,79.2,76.7
40.9783,-111.3944,79.7,77.0
40.9783,-111.3939,80.2,77.2
40.9783,-111.3936,79.2,76.7
40.9782,-111.3931,77.2,78.3
40.9782,-111.3928,74.1,78.8
40.9782,-111.3923,70.7,78.0
40.9782,-111.392,69.2,78.2
40.9781,-111.3916,71.1,78.1
40.9781,-111.3913,76.8,76.6
40.9781,-111.3908,84.3,77.3
40.9781,-111.3905,91.2,78.0
40.978,-111.39,94.7,78.7
40.978,-111.3897,93.6,78.4
40.978,-111.3892,91.3,78.9
40.978,-111.3889,93.3,80.0
40.978,-111.3885,100.3,81.8
40.9779,-111.3882,109.0,82.1
40.9779,-111.3877,117.1,81.8
40.9779,-111.3874,122.2,82.5
40.9779,-111.3869,121.2,82.8
40.9778,-111.3866,114.4,83.4
40.9778,-111.3862,105.7,83.9
40.9778,-111.3858,99.0,83.6
40.9778,-111.3854,96.6,83.8
40.9778,-111.3851,98.1,83.1
40.9777,-111.3846,100.1,82.2
40.9777,-111.3843,98.8,83.0
40.9777,-111.3838,95.4,84.9
40.9777,-111.3835,96.2,86.1
40.9776,-111.3831,105.1,87.1
40.9776,-111.3828,119.6,86.3
40.9776,-111.3823,134.4,85.7
40.9776,-111.382,145.5,87.1
40.9776,-111.3815,148.8,88.0
40.9775,-111.3812,142.8,89.2
40.9775,-111.3807,131.2,90.4
40.9775,-111.3804,120.5,90.9
40.9775,-111.38,114.1,91.4
40.9774,-111.3797,112.5,91.2
40.9774,-111.3792,112.2,90.8
40.9774,-111.3789,110.3,91.0
40.9774,-111.3784,108.9,91.8
40.9774,-111.3781,110.6,91.6
40.9773,-111.3776,113.7,91.7
40.9773,-111.3773,115.2,91.9
40.9773,-111.3769,114.3,92.4
40.9773,-111.3766,111.9,91.8
40.9772,-111.3761,107.7,92.3
40.9772,-111.3758,102.0,92.7
40.9772,-111.3753,96.2,91.8
40.9772,-111.375,92.2,92.2
40.9771,-111.3746,90.5,92.6
40.9771,-111.3742,90.0,91.1
40.9771,-111.3738,89.8,92.6
40.9771,-111.3735,89.8,92.1
40.9771,-111.373,89.2,92.2
40.977,-111.3727,86.8,90.9
40.977,-111.3722,82.9,91.6
40.977,-111.3719,78.7,92.8
40.977,-111.3715,74.5,92.0
40.9769,-111.3711,70.4,92.5
40.9769,-111.3707,67.2,92.1
40.9769,-111.3704,66.9,92.9
40.9769,-111.3699,71.2,92.1
40.9769,-111.3696,80.1,93.1
40.9768,-111.3691,91.0,92.8
40.9768,-111.3688,100.1,92.3
40.9768,-111.3684,103.6,93.0
40.9768,-111.3681,101.5,94.7
40.9767,-111.3676,96.1,95.4
40.9767,-111.3673,89.3,95.2
40.9767,-111.3668,83.0,94.9
40.9767,-111.3665,78.7,94.8
40.9766,-111.366,76.8,95.3
40.9766,-111.3657,76.4,95.6
40.9766,-111.3653,77.7,95.7
40.9766,-111.365,80.5,95.8
40.9766,-111.3645,83.5,94.4
40.9765,-111.3642,85.7,94.3
40.9765,-111.3637,87.8,94.9
40.9765,-111.3634,90.8,93.8
40.9765,-111.363,95.2,94.7
40.9764,-111.3626,101.0,94.7
40.9764,-111.3622,108.5,95.7
40.9764,-111.3619,118.3,94.8
40.9764,-111.3614,128.0,94.1
40.9764,-111.3611,133.3,96.1
40.9763,-111.3606,133.7,97.6
40.9763,-111.3603,132.3,97.9
40.9763,-111.3599,129.5,98.6
40.9763,-111.3595,124.0,98.8
40.9762,-111.3591,116.7,98.1
40.9762,-111.3588,109.3,97.7
40.9762,-111.3583,102.7,97.4
40.9762,-111.358,96.4,98.4
40.9761,-111.3575,89.7,98.8
40.9761,-111.3572,82.7,100.2
40.9761,-111.3568,76.5,99.8
40.9761,-111.3565,73.8,101.0
40.9761,-111.356,75.7,100.9
40.976,-111.3557,78.9,98.8
40.976,-111.3552,79.6,99.1
40.976,-111.3549,78.6,99.4
40.976,-111.3544,78.9,99.2
40.976,-111.3541,82.3,99.6
40.9759,-111.3537,87.9,99.3
40.9759,-111.3534,95.6,99.8
40.9759,-111.3529,106.2,99.6
40.9759,-111.3526,119.2,100.0
40.9758,-111.3521,131.5,100.2
40.9758,-111.3518,141.9,101.3
40.9758,-111.3513,151.6,103.5
40.9758,-111.351,158.3,105.2
40.9757,-111.3506,157.5,106.4
40.9757,-111.3503,151.1,105.6
40.9757,-111.3498,143.5,109.2
40.9757,-111.3495,133.6,108.1
40.9757,-111.349,119.8,108.6
40.9756,-111.3487,105.1,108.7
40.9756,-111.3483,91.4,108.7
40.9756,-111.3479,81.2,108.2
40.9756,-111.3475,78.7,107.7
40.9755,-111.3472,83.7,108.4
40.9755,-111.3467,90.6,108.9
40.9755,-111.3464,95.9,109.3
40.9755,-111.3459,101.4,108.0
40.9755,-111.3456,109.7,109.5
40.9754,-111.3452,121.0,110.7
40.9754,-111.3449,131.5,111.3
40.9754,-111.3444,136.5,112.4
40.9754,-111.3441,135.8,112.7
40.9753,-111.3436,133.7,114.8
40.9753,-111.3433,132.9,114.6
40.9753,-111.3428,133.2,115.1
40.9753,-111.3425,136.1,115.4
40.9752,-111.3421,145.3,117.0
40.9752,-111.3418,158.3,116.7
40.9752,-111.3412,167.5,117.8
40.9752,-111.3408,169.2,118.9
