Latitude,Longitude,Total_Magnetic_Field,Corrected_Total_Magnetic_Field
37.016,-112.4167,113.7,QA
37.016,-112.4172,111.9,QA
37.016,-112.4178,110.6,QA
37.016,-112.4183,112.8,QA
37.016,-112.4189,112.2,QA
37.0159,-112.4194,112.8,QA
37.0159,-112.42,112.2,QA
37.0159,-112.4205,112.5,QA
37.0159,-112.4211,111.6,QA
37.0159,-112.4216,108.2,QA
37.0159,-112.4222,109.1,QA
37.0159,-112.4227,108.5,QA
37.0159,-112.4233,107.0,QA
37.0159,-112.4238,104.2,QA
37.0159,-112.4244,103.3,QA
37.0159,-112.4249,101.8,QA
37.0159,-112.4255,101.8,QA
37.0159,-112.426,100.0,QA
37.0159,-112.4266,101.5,QA
37.0159,-112.4271,102.1,QA
37.0159,-112.4277,101.2,QA
37.0159,-112.4283,101.8,QA
37.0159,-112.4288,101.2,QA
37.0159,-112.4294,103.9,QA
37.016,-112.43,104.2,QA
37.0161,-112.4306,106.4,QA
37.0161,-112.4312,107.0,QA
37.0162,-112.4317,107.0,QA
37.0163,-112.4323,109.7,QA
37.0164,-112.4329,111.6,QA
37.0164,-112.4335,112.8,QA
37.0165,-112.4341,113.4,QA
37.0166,-112.4347,114.3,QA
37.0167,-112.4353,114.6,QA
37.0167,-112.4359,114.6,QA
37.0168,-112.4365,112.2,QA
37.0169,-112.4371,114.3,QA
37.017,-112.4377,118.3,QA
37.017,-112.4383,118.0,QA
37.0171,-112.4388,118.9,QA
37.0172,-112.4394,117.0,QA
37.0172,-112.44,120.1,QA
37.0173,-112.4406,120.4,QA
37.0174,-112.4412,122.2,QA
37.0175,-112.4418,121.6,QA
37.0175,-112.4424,121.6,QA
37.0176,-112.443,122.5,QA
37.0177,-112.4436,124.1,QA
37.0178,-112.4442,125.3,QA
37.0178,-112.4448,123.7,QA
37.0179,-112.4453,123.4,QA
37.018,-112.4459,125.3,QA
37.0181,-112.4465,126.5,QA
37.0181,-112.4471,126.5,QA
37.0182,-112.4477,130.8,QA
37.0183,-112.4483,132.9,QA
37.0184,-112.4489,135.3,QA
37.0184,-112.4495,134.4,QA
37.0185,-112.4501,130.8,QA
37.0186,-112.4507,130.8,QA
37.0186,-112.4512,131.4,QA
37.0187,-112.4518,132.3,QA
37.0188,-112.4524,132.0,QA
37.0189,-112.453,133.2,QA
37.0189,-112.4536,133.2,QA
37.019,-112.4542,132.6,QA
37.0191,-112.4548,131.4,QA
37.0192,-112.4554,133.2,QA
37.0192,-112.456,132.6,QA
37.0193,-112.4566,129.8,QA
37.0194,-112.4572,132.9,QA
37.0195,-112.4578,131.7,QA
37.0195,-112.4583,134.4,QA
37.0196,-112.4589,133.8,QA
37.0197,-112.4595,129.8,QA
37.0197,-112.4601,134.7,QA
37.0198,-112.4607,136.2,QA
37.0199,-112.4613,138.1,QA
37.02,-112.4619,138.1,QA
37.02,-112.4625,139.0,QA
37.0201,-112.4631,140.8,QA
37.0202,-112.4637,142.6,QA
37.0203,-112.4643,144.8,QA
37.0203,-112.4648,143.6,QA
37.0204,-112.4654,148.7,QA
37.0205,-112.466,148.1,QA
37.0206,-112.4666,144.2,QA
37.0206,-112.4672,153.0,QA
37.0207,-112.4678,150.6,QA
37.0208,-112.4684,146.0,QA
37.0209,-112.469,164.9,QA
37.0209,-112.4696,169.5,QA
37.021,-112.4702,171.9,QA
37.0211,-112.4707,178.9,QA
37.0211,-112.4713,163.1,QA
37.0212,-112.4719,169.5,QA
37.0213,-112.4725,165.8,QA
37.0214,-112.4731,171.9,QA
37.0214,-112.4737,154.2,QA
37.0215,-112.4743,144.8,QA
37.0216,-112.4749,142.6,QA
37.0217,-112.4755,141.7,QA
37.0217,-112.4761,144.2,QA
37.0218,-112.4767,146.0,QA
37.0219,-112.4772,141.7,QA
37.022,-112.4778,140.8,QA
37.022,-112.4784,140.8,QA
37.0221,-112.479,141.4,QA
37.0222,-112.4796,146.6,QA
37.0222,-112.4802,140.2,QA
37.0223,-112.4808,141.4,QA
37.0224,-112.4814,140.8,QA
37.0225,-112.482,140.8,QA
37.0225,-112.4826,141.4,QA
37.0226,-112.4832,140.5,QA
37.0227,-112.4838,143.0,QA
37.0228,-112.4843,139.6,QA
37.0228,-112.4849,138.7,QA
37.0229,-112.4855,138.7,QA
37.023,-112.4861,139.0,QA
37.0231,-112.4867,144.2,QA
37.0231,-112.4873,153.6,QA
37.0232,-112.4879,146.0,QA
37.0233,-112.4885,162.5,QA
37.0234,-112.4891,143.6,QA
37.0234,-112.4897,138.1,QA
37.0235,-112.4902,137.2,QA
37.0236,-112.4908,138.7,QA
37.0236,-112.4914,143.3,QA
37.0237,-112.492,148.1,QA
37.0238,-112.4926,143.9,QA
37.0239,-112.4932,139.6,QA
37.0239,-112.4938,133.5,QA
37.024,-112.4944,136.6,QA
37.0241,-112.495,139.3,QA
37.0242,-112.4956,138.1,QA
37.0242,-112.4962,137.8,QA
37.0243,-112.4967,138.4,QA
37.0244,-112.4973,133.8,QA
37.0245,-112.4979,134.4,QA
37.0245,-112.4985,135.9,QA
37.0246,-112.4991,130.5,QA
37.0247,-112.4997,135.9,QA
37.0247,-112.5003,136.9,QA
37.0248,-112.5009,139.6,QA
37.0249,-112.5015,142.0,QA
37.025,-112.5021,142.0,QA
37.025,-112.5027,141.7,QA
37.0251,-112.5033,143.0,QA
37.0252,-112.5038,141.7,QA
37.0253,-112.5044,144.2,QA
37.0253,-112.505,143.0,QA
37.0254,-112.5056,143.9,QA
37.0255,-112.5062,142.6,QA
37.0256,-112.5068,143.3,QA
37.0256,-112.5074,142.0,QA
37.0257,-112.508,144.2,QA
37.0258,-112.5086,143.3,QA
37.0258,-112.5092,141.7,QA
37.0259,-112.5097,139.3,QA
37.026,-112.5103,142.0,QA
37.0261,-112.5109,144.5,QA
37.0261,-112.5115,148.7,QA
37.0262,-112.5121,153.0,QA
37.0263,-112.5127,165.8,QA
37.0264,-112.5133,155.8,QA
37.0264,-112.5139,144.5,QA
37.0265,-112.5145,143.0,QA
37.0266,-112.5151,145.4,QA
37.0267,-112.5157,146.3,QA
37.0267,-112.5162,163.7,QA
37.0268,-112.5168,167.6,QA
37.0269,-112.5174,154.2,QA
37.0269,-112.518,148.1,QA
37.027,-112.5185,164.9,QA
37.027,-112.5191,155.4,QA
37.0269,-112.5195,164.9,QA
37.0269,-112.52,158.8,QA
37.0268,-112.5204,146.0,QA
37.0268,-112.5209,155.4,QA
37.0267,-112.5214,144.5,QA
37.0267,-112.5218,157.6,QA
37.0266,-112.5223,156.4,QA
37.0266,-112.5227,156.4,QA
37.0266,-112.5232,146.6,QA
37.0265,-112.5236,146.0,QA
37.0265,-112.5241,167.0,QA
37.0264,-112.5245,170.7,QA
37.0264,-112.525,183.8,QA
37.0263,-112.5255,188.4,QA
37.0263,-112.5259,174.3,QA
37.0262,-112.5264,169.5,QA
37.0262,-112.5268,173.7,QA
37.0261,-112.5273,160.0,QA
37.0261,-112.5277,159.4,QA
37.026,-112.5282,146.6,QA
37.026,-112.5286,143.6,QA
37.0259,-112.5291,141.7,QA
37.0259,-112.5296,143.3,QA
37.0258,-112.53,139.3,QA
37.0258,-112.5305,137.2,QA
37.0257,-112.5309,137.5,QA
37.0257,-112.5314,135.3,QA
37.0256,-112.5318,135.0,QA
37.0256,-112.5323,132.0,QA
37.0255,-112.5327,130.5,QA
37.0255,-112.5332,133.2,QA
37.0254,-112.5337,133.8,QA
37.0254,-112.5341,134.4,QA
37.0253,-112.5346,132.9,QA
37.0253,-112.535,132.9,QA
37.0252,-112.5355,130.5,QA
37.0252,-112.5359,130.1,QA
37.0251,-112.5364,135.3,QA
37.0251,-112.5368,143.3,QA
37.025,-112.5373,146.6,QA
37.025,-112.5378,151.8,QA
37.0249,-112.5382,155.8,QA
37.0249,-112.5387,167.0,QA
37.0248,-112.5391,165.8,QA
37.0248,-112.5396,142.0,QA
37.0248,-112.54,121.6,QA
37.0247,-112.5405,117.3,QA
37.0247,-112.541,129.2,QA
37.0246,-112.5414,142.3,QA
37.0246,-112.5419,175.3,QA
37.0245,-112.5423,189.6,QA
37.0245,-112.5428,184.7,QA
37.0244,-112.5432,190.2,QA
37.0244,-112.5437,169.5,QA
37.0243,-112.5441,175.3,QA
37.0243,-112.5446,181.4,QA
37.0242,-112.545,184.7,QA
37.0242,-112.5455,192.9,QA
37.0241,-112.546,188.4,QA
37.0241,-112.5464,204.2,QA
37.024,-112.5469,208.5,QA
37.024,-112.5473,205.4,QA
37.0239,-112.5478,225.6,TRMO
37.0239,-112.5482,243.2,TRMO
37.0238,-112.5487,233.2,TRMO
37.0238,-112.5491,233.2,TRMO
37.0237,-112.5496,232.0,TRMO
37.0237,-112.5501,243.8,TRMO
37.0236,-112.5505,247.5,TRMO
37.0236,-112.551,252.1,TRMO
37.0235,-112.5514,249.6,TRMO
37.0235,-112.5519,241.4,TRMO
37.0234,-112.5523,235.6,TRMO
37.0234,-112.5528,224.9,TRMO
37.0233,-112.5532,213.1,TRMO
37.0233,-112.5537,202.4,QA
37.0232,-112.5542,199.0,QA
37.0232,-112.5546,180.7,QA
37.0231,-112.5551,137.5,QA
37.0231,-112.5555,128.0,QA
37.023,-112.556,122.5,QA
37.023,-112.5564,119.2,QA
37.023,-112.5569,114.0,QA
37.0229,-112.5573,120.4,QA
37.0229,-112.5578,116.7,QA
37.0228,-112.5583,111.3,TRC
37.0228,-112.5587,105.2,TRC
37.0227,-112.5592,88.1,TRC
37.0227,-112.5596,85.0,TRC
37.0226,-112.5601,85.6,TRC
37.0226,-112.5605,86.6,TRC
37.0225,-112.561,89.9,TRC
37.0225,-112.5614,96.9,TRMO
37.0224,-112.5619,103.0,TRMO
37.0224,-112.5624,100.9,TRMO
37.0223,-112.5628,109.1,TRMO
37.0223,-112.5633,134.4,TRMO
37.0222,-112.5637,197.8,TRMO
37.0222,-112.5642,236.8,TRMO
37.0221,-112.5646,248.7,TRMO
37.0221,-112.5651,258.2,JTRK
37.022,-112.5655,254.5,JTRK
37.022,-112.566,241.4,JTRK
37.0219,-112.5665,207.9,JTRK
37.0219,-112.5669,184.1,JTRK
37.0218,-112.5674,144.2,JTRK
37.0218,-112.5678,120.1,JTRK
37.0217,-112.5683,91.7,JTRK
37.0217,-112.5687,76.2,JTRK
37.0216,-112.5692,68.3,JTRK
37.0216,-112.5696,68.9,JTRK
37.0215,-112.5701,68.6,JTRK
37.0215,-112.5706,63.4,JTRK
37.0214,-112.571,60.7,JTRK
37.0214,-112.5715,58.8,JTRK
37.0213,-112.5719,55.5,JTRK
37.0213,-112.5724,53.0,JTRK
37.0212,-112.5728,53.6,JTRK
37.0212,-112.5733,52.4,JTRK
37.0212,-112.5737,53.0,JTRK
37.0211,-112.5742,51.8,JTRK
37.0211,-112.5747,51.2,JTRK
37.021,-112.5751,50.9,JTRK
37.021,-112.5756,52.1,JTRK
37.0209,-112.576,51.8,JTRK
37.0209,-112.5765,50.3,JTRK
37.0208,-112.5769,50.9,JTRK
37.0208,-112.5774,52.7,JTRK
37.0207,-112.5778,53.9,JTRK
37.0207,-112.5783,56.7,JTRK
37.0206,-112.5788,60.7,JTRK
37.0206,-112.5792,65.8,JNA
37.0205,-112.5797,74.1,JNA
37.0205,-112.5801,82.3,JNA
37.0204,-112.5806,91.4,JNA
37.0204,-112.581,97.5,JNA
37.0203,-112.5815,134.4,JNA
37.0203,-112.5819,173.1,JNA
37.0202,-112.5824,169.5,JNA
37.0202,-112.5828,121.3,JNA
37.0201,-112.5833,94.2,JNA
37.0201,-112.5838,89.0,JNA
37.02,-112.5842,78.9,JNA
37.02,-112.5847,71.6,JNA
37.0199,-112.5851,61.3,JNA
37.0199,-112.5856,57.9,JNA
37.0198,-112.586,58.2,JNA
37.0198,-112.5865,61.3,JNA
37.0197,-112.5869,69.8,JNA
37.0197,-112.5874,72.5,JNA
37.0196,-112.5879,80.8,JNA
37.0196,-112.5883,86.0,JNA
37.0195,-112.5888,128.6,JNA
37.0195,-112.5892,142.3,JNA
37.0194,-112.5897,145.7,JNA
37.0194,-112.5901,164.9,JNA
37.0193,-112.5906,168.2,JNA
37.0193,-112.591,167.0,JNA
37.0192,-112.5915,178.9,JNA
37.0192,-112.592,180.1,JNA
37.0192,-112.5924,184.7,JNA
37.0191,-112.5929,216.7,JTRK
37.0191,-112.5933,219.2,JTRK
37.019,-112.5938,219.2,JTRK
37.019,-112.5942,217.9,JTRK
37.0189,-112.5947,215.5,JTRK
37.0189,-112.5951,207.3,JTRK
37.0188,-112.5956,196.6,JTRK
37.0188,-112.5961,199.0,JTRK
37.0187,-112.5965,188.4,JTRK
37.0187,-112.597,186.5,QA
37.0186,-112.5974,192.0,QA
37.0186,-112.5979,192.9,QA
37.0185,-112.5983,189.6,QA
37.0185,-112.5988,178.9,QA
37.0184,-112.5992,174.3,QA
37.0184,-112.5997,176.5,QA
37.0183,-112.6002,171.9,QA
37.0183,-112.6006,169.5,QA
37.0182,-112.6011,175.3,QA
37.0182,-112.6015,187.1,QA
37.0181,-112.602,186.5,QA
37.0181,-112.6024,183.8,QA
37.018,-112.6029,178.3,QA
37.018,-112.6034,183.8,QA
37.0179,-112.6038,175.3,QA
37.0179,-112.6043,142.3,QA
37.0178,-112.6047,144.2,QA
37.0178,-112.6052,168.2,QA
37.0177,-112.6056,177.7,QA
37.0177,-112.6061,169.5,QA
37.0176,-112.6065,144.2,QA
37.0176,-112.607,139.3,QA
37.0175,-112.6075,139.0,QA
37.0175,-112.6079,143.0,QA
37.0174,-112.6084,143.9,QA
37.0174,-112.6088,162.5,QA
37.0174,-112.6093,164.9,QA
37.0173,-112.6097,143.6,QA
37.0173,-112.6102,133.5,QA
37.0172,-112.6106,137.2,QA
37.0172,-112.6111,142.6,QA
37.0171,-112.6115,144.8,QA
37.0171,-112.612,151.8,QA
37.017,-112.6125,144.5,QA
37.017,-112.6129,141.1,QA
37.0169,-112.6134,155.4,QA
37.0169,-112.6138,182.6,QA
37.0168,-112.6143,176.5,QA
37.0168,-112.6147,184.7,QA
37.0167,-112.6152,192.9,QA
37.0167,-112.6156,192.9,QA
37.0166,-112.6161,187.8,QA
37.0166,-112.6166,178.9,QA
37.0165,-112.617,180.1,QA
37.0165,-112.6175,182.0,QA
37.0164,-112.6179,179.5,QA
37.0164,-112.6184,184.7,QA
37.0163,-112.6188,197.8,QA
37.0163,-112.6193,209.1,QA
37.0162,-112.6197,211.8,QA
37.0162,-112.6202,215.5,QA
37.0161,-112.6207,214.3,QA
37.0161,-112.6211,206.0,QA
37.016,-112.6216,208.5,QA
37.016,-112.622,235.6,QA
37.0159,-112.6225,244.4,QA
37.0159,-112.6229,251.5,QA
37.0158,-112.6234,249.6,QA
37.0158,-112.6238,248.7,QA
37.0157,-112.6243,235.0,QA
37.0157,-112.6248,236.8,QA
37.0156,-112.6252,225.6,QA
37.0156,-112.6257,222.5,QA
37.0156,-112.6261,207.3,QA
37.0155,-112.6266,169.5,QA
37.0155,-112.627,109.4,QA
37.0154,-112.6275,94.2,QA
37.0154,-112.6279,86.3,QA
37.0153,-112.6284,84.7,QA
37.0153,-112.6289,92.7,QA
37.0152,-112.6293,100.3,QA
37.0152,-112.6298,115.8,QA
37.0151,-112.6302,115.2,TRMO
37.0151,-112.6307,78.3,TRMO
37.015,-112.6311,71.3,TRMO
37.015,-112.6316,68.9,TRMO
37.015,-112.6321,73.8,TRMO
37.0149,-112.6326,80.5,TRMO
37.015,-112.6332,81.4,TRMO
37.015,-112.6337,87.8,TRMO
37.015,-112.6343,95.4,TRMO
37.015,-112.6349,104.9,TRMO
37.015,-112.6355,113.7,TRMO
37.0151,-112.636,109.1,TRMO
37.0151,-112.6366,114.6,TRMO
37.0151,-112.6372,113.7,TRMO
37.0151,-112.6377,109.7,TRMO
37.0151,-112.6383,107.3,JTRK
37.0151,-112.6389,106.1,JTRK
37.0152,-112.6394,105.2,JTRK
37.0152,-112.64,107.0,JTRK
37.0152,-112.6406,106.7,JTRK
37.0152,-112.6412,88.1,JTRK
37.0152,-112.6417,85.3,JTRK
37.0153,-112.6423,87.5,JTRK
37.0153,-112.6429,84.1,JTRK
37.0153,-112.6434,79.2,JTRK
37.0153,-112.644,76.5,JTRK
37.0153,-112.6446,72.2,JTRK
37.0154,-112.6451,79.2,JTRK
37.0154,-112.6457,86.0,JTRK
37.0154,-112.6463,92.7,JTRK
37.0154,-112.6469,94.2,JTRK
37.0154,-112.6474,98.5,JTRK
37.0155,-112.648,104.5,JTRK
37.0155,-112.6486,114.0,JTRK
37.0155,-112.6491,121.6,JTRK
37.0155,-112.6497,137.2,JTRK
37.0156,-112.6503,176.5,JTRK
37.0156,-112.6509,200.9,JTRK
37.0156,-112.6514,206.0,JTRK
37.0156,-112.652,138.4,JTRK
37.0156,-112.6526,284.7,JTRK
37.0156,-112.6531,323.7,JTRK
37.0157,-112.6537,318.8,JTRK
37.0157,-112.6543,314.9,JTRK
37.0157,-112.6548,279.2,JTRK
37.0157,-112.6554,276.5,JTRK
37.0157,-112.656,271.0,JTRK
37.0158,-112.6565,259.1,JTRK
37.0158,-112.6571,226.2,JTRK
37.0158,-112.6577,197.8,JTRK
37.0158,-112.6583,182.0,JTRK
37.0158,-112.6588,176.5,JTRK
37.0159,-112.6594,138.4,JTRK
37.0159,-112.66,127.4,JTRK
37.0159,-112.6605,122.8,JTRK
37.0159,-112.6611,121.3,JTRK
37.0159,-112.6617,124.4,JTRK
37.016,-112.6623,129.8,JTRK
37.016,-112.6628,139.9,JTRK
37.016,-112.6634,139.9,JTRK
37.016,-112.664,130.5,JTRK
37.016,-112.6645,130.5,JTRK
37.0161,-112.6651,130.8,JNA
37.0161,-112.6657,125.3,JNA
37.0161,-112.6662,124.7,JNA
37.0161,-112.6668,128.3,JNA
37.0161,-112.6674,128.3,JNA
37.0162,-112.668,123.1,JNA
37.0162,-112.6685,115.8,JNA
37.0162,-112.6691,113.7,JNA
37.0162,-112.6697,112.5,JNA
37.0162,-112.6702,109.7,JNA
37.0163,-112.6708,102.1,JNA
37.0163,-112.6714,96.3,JNA
37.0163,-112.6719,99.4,JNA
37.0163,-112.6725,100.9,JNA
37.0163,-112.6731,102.7,JNA
37.0164,-112.6737,106.7,JNA
37.0164,-112.6742,110.6,JNA
37.0164,-112.6748,115.8,JNA
37.0164,-112.6754,114.9,JNA
37.0164,-112.6759,120.1,JNA
37.0165,-112.6765,119.8,JNA
37.0165,-112.6771,131.1,JNA
37.0165,-112.6777,129.8,JNA
37.0165,-112.6782,127.7,JNA
37.0165,-112.6788,122.2,JNA
37.0166,-112.6794,116.7,JNA
37.0166,-112.6799,103.3,JNA
37.0166,-112.6805,83.5,JNA
37.0166,-112.6811,78.6,JNA
37.0166,-112.6816,80.8,JNA
37.0167,-112.6822,78.0,JNA
37.0167,-112.6828,75.3,JNA
37.0167,-112.6834,71.9,JNA
37.0167,-112.6839,68.6,JNA
37.0167,-112.6845,66.1,JNA
37.0168,-112.6851,69.5,JNA
37.0168,-112.6856,71.0,JNA
37.0168,-112.6862,71.0,JNA
37.0168,-112.6868,80.2,JNA
37.0168,-112.6873,89.3,JNA
37.0169,-112.6879,91.4,JNA
37.0169,-112.6885,90.8,JNA
37.0169,-112.6891,89.9,JNA
37.0169,-112.6896,92.0,JNA
37.0169,-112.6902,92.0,JNA
37.017,-112.6908,92.4,JNA
37.017,-112.6913,94.2,JNA
37.017,-112.6919,94.2,JNA
37.017,-112.6925,95.1,JNA
37.017,-112.6931,96.9,JNA
37.0171,-112.6936,99.1,JNA
37.0171,-112.6942,101.8,JNA
37.0171,-112.6948,105.8,JNA
37.0171,-112.6953,107.3,JNA
37.0171,-112.6959,106.7,JNA
37.0172,-112.6965,111.6,JNA
37.0172,-112.697,126.5,JNA
37.0172,-112.6976,171.9,JNA
37.0172,-112.6982,189.6,JNA
37.0172,-112.6987,195.4,JNA
37.0173,-112.6993,195.4,JNA
37.0173,-112.6999,182.6,JNA
37.0173,-112.7005,167.6,JNA
37.0173,-112.701,146.6,JNA
37.0173,-112.7016,142.6,JNA
37.0174,-112.7022,134.4,JNA
37.0174,-112.7027,128.0,JNA
37.0174,-112.7033,69.2,JNA
37.0174,-112.7039,77.7,JNA
37.0174,-112.7044,76.5,JNA
37.0175,-112.7049,71.3,JNA
37.0175,-112.7054,71.9,JNA
37.0175,-112.7058,71.6,JNA
37.0176,-112.7062,85.6,JNA
37.0176,-112.7066,99.1,JNA
37.0177,-112.7069,104.5,JNA
37.0177,-112.7073,110.9,JNA
37.0178,-112.7077,119.5,JNA
37.0178,-112.7081,115.8,JNA
37.0178,-112.7085,112.2,JNA
37.0179,-112.7089,109.4,JNA
37.0179,-112.7092,110.3,JNA
37.018,-112.7096,119.5,JNA
37.018,-112.71,128.6,JNA
37.018,-112.7104,134.4,JNA
37.0181,-112.7108,139.3,JNA
37.0181,-112.7111,144.5,JTRK
37.0182,-112.7115,145.1,JTRK
37.0182,-112.7119,142.3,JTRK
37.0183,-112.7123,135.3,JTRK
37.0183,-112.7127,132.9,JTRK
37.0183,-112.713,135.0,JTRK
37.0184,-112.7134,136.2,JTRK
37.0184,-112.7138,139.0,JTRK
37.0185,-112.7142,140.5,QA
37.0185,-112.7146,142.0,QA
37.0185,-112.7149,143.6,QA
37.0186,-112.7153,145.7,QA
37.0186,-112.7157,143.3,QA
37.0187,-112.7161,135.6,QA
37.0187,-112.7165,128.9,QA
37.0188,-112.7169,124.4,QA
37.0188,-112.7172,128.0,QA
37.0188,-112.7176,132.6,QA
37.0189,-112.718,139.6,QA
37.0189,-112.7184,144.8,QA
37.019,-112.7188,144.8,QA
37.019,-112.7191,136.2,QA
37.019,-112.7195,131.7,QA
37.0191,-112.7199,133.8,QA
37.0191,-112.7203,128.0,QA
37.0192,-112.7207,129.8,QA
37.0192,-112.721,128.0,QDS
37.0192,-112.7214,123.1,QDS
37.0193,-112.7218,123.7,QDS
37.0193,-112.7222,124.1,QDS
37.0194,-112.7226,121.6,QDS
37.0194,-112.7229,119.8,QDS
37.0195,-112.7233,116.4,QDS
37.0195,-112.7237,117.3,QDS
37.0195,-112.7241,116.1,QDS
37.0196,-112.7245,116.1,QDS
37.0196,-112.7249,109.7,QDS
37.0197,-112.7252,118.0,QDS
37.0197,-112.7256,114.0,QDS
37.0197,-112.726,114.3,QDS
37.0198,-112.7264,116.1,QDS
37.0198,-112.7268,112.8,QDS
37.0199,-112.7271,114.6,QDS
37.0199,-112.7275,115.8,QDS
37.02,-112.7279,119.2,QDS
37.02,-112.7283,116.7,QDS
37.02,-112.7287,120.1,QDS
37.0201,-112.729,116.7,QDS
37.0201,-112.7294,115.5,QDS
37.0202,-112.7298,113.1,QDS
37.0202,-112.7302,112.8,QDS
37.0202,-112.7306,115.8,QDS
37.0203,-112.7309,114.9,QDS
37.0203,-112.7313,116.1,QDS
37.0204,-112.7317,114.6,QDS
37.0204,-112.7321,114.9,QDS
37.0205,-112.7325,117.7,QDS
37.0205,-112.7329,121.3,QDS
37.0205,-112.7332,122.5,QDS
37.0206,-112.7336,120.7,QDS
37.0206,-112.734,123.1,QDS
37.0207,-112.7344,123.7,QDS
37.0207,-112.7348,124.7,QDS
37.0207,-112.7351,126.8,QDS
37.0208,-112.7355,122.8,QDS
37.0208,-112.7359,122.8,QDS
37.0209,-112.7363,122.5,QDS
37.0209,-112.7367,120.7,QA
37.021,-112.737,123.4,QA
37.021,-112.7374,122.8,QA
37.021,-112.7378,125.0,QA
37.0211,-112.7382,121.9,QA
37.0211,-112.7386,124.1,QA
37.0212,-112.7389,124.1,QA
37.0212,-112.7393,124.4,QA
37.0212,-112.7397,124.1,QA
37.0213,-112.7401,125.0,QA
37.0213,-112.7405,127.7,QA
37.0214,-112.7409,128.0,QA
37.0214,-112.7412,128.0,QA
37.0215,-112.7416,129.2,QA
37.0215,-112.742,131.1,QA
37.0215,-112.7424,127.7,QA
37.0216,-112.7428,129.5,QA
37.0216,-112.7431,131.7,QA
37.0217,-112.7435,133.5,QA
37.0217,-112.7439,135.0,QA
37.0217,-112.7443,132.0,QA
37.0218,-112.7447,134.4,QA
37.0218,-112.745,133.8,QA
37.0219,-112.7454,134.1,QA
37.0219,-112.7458,135.9,QA
37.022,-112.7462,136.9,QA
37.022,-112.7466,137.5,QA
37.022,-112.7469,136.9,QA
37.0221,-112.7473,138.1,QA
37.0221,-112.7477,141.1,QA
37.0222,-112.7481,145.4,QA
37.0222,-112.7485,144.2,QA
37.0222,-112.7488,145.7,QA
37.0223,-112.7492,145.7,QA
37.0223,-112.7496,142.3,QA
37.0224,-112.75,143.9,QA
37.0224,-112.7504,145.4,QA
37.0225,-112.7508,146.6,QA
37.0225,-112.7511,146.9,QA
37.0225,-112.7515,158.8,QA
37.0226,-112.7519,164.9,QA
37.0226,-112.7524,163.1,QA
37.0226,-112.7528,171.3,QA
37.0226,-112.7533,174.3,QA
37.0226,-112.7538,176.5,QA
37.0226,-112.7544,174.3,QA
37.0226,-112.7549,180.1,QA
37.0226,-112.7554,178.3,QA
37.0226,-112.756,180.1,QA
37.0226,-112.7565,180.1,QA
37.0226,-112.757,181.4,QA
37.0226,-112.7575,182.6,QA
37.0226,-112.7581,182.6,QA
37.0226,-112.7586,181.4,QA
37.0226,-112.7591,175.3,QA
37.0226,-112.7597,171.3,QA
37.0226,-112.7602,150.0,QA
37.0226,-112.7607,145.7,QA
37.0226,-112.7612,146.0,QA
37.0226,-112.7618,144.5,QA
37.0226,-112.7623,146.0,QA
37.0226,-112.7628,144.2,QA
37.0226,-112.7634,139.0,QA
37.0226,-112.7639,141.1,QA
37.0226,-112.7644,140.2,QA
37.0226,-112.765,142.6,QA
37.0226,-112.7655,140.2,QA
37.0226,-112.766,141.1,QA
37.0226,-112.7665,137.2,QA
37.0225,-112.7671,141.4,QA
37.0225,-112.7676,142.0,QA
37.0225,-112.7681,142.0,QA
37.0225,-112.7687,141.4,QA
37.0225,-112.7692,144.2,QA
37.0225,-112.7697,146.6,QA
37.0225,-112.7702,146.0,QA
37.0225,-112.7708,153.0,QA
37.0225,-112.7713,146.9,QA
37.0225,-112.7718,145.4,QA
37.0225,-112.7724,144.5,QA
37.0225,-112.7729,142.6,QA
37.0225,-112.7734,144.5,QA
37.0225,-112.7739,143.9,QA
37.0225,-112.7745,154.2,QA
37.0225,-112.775,163.7,QA
37.0225,-112.7755,169.5,QA
37.0225,-112.7761,176.5,QA
37.0225,-112.7766,187.1,QA
37.0225,-112.7771,182.6,QA
37.0225,-112.7776,184.7,QA
37.0225,-112.7782,183.2,QA
37.0225,-112.7787,172.5,QA
37.0225,-112.7792,171.9,QA
37.0225,-112.7798,171.9,QA
37.0225,-112.7803,169.5,QA
37.0225,-112.7808,170.7,QA
37.0225,-112.7813,163.7,QA
37.0225,-112.7819,151.8,QA
37.0225,-112.7824,156.4,QA
37.0225,-112.7829,146.0,QA
37.0225,-112.7835,167.6,QA
37.0225,-112.784,167.6,QA
37.0225,-112.7845,173.7,QA
37.0225,-112.785,175.3,QA
37.0225,-112.7856,181.4,QA
37.0225,-112.7861,181.4,QA
37.0225,-112.7866,182.0,QA
37.0225,-112.7872,178.9,QA
37.0224,-112.7877,182.6,QA
37.0224,-112.7882,176.5,QA
37.0224,-112.7887,181.4,QA
37.0224,-112.7893,175.9,QA
37.0224,-112.7898,182.0,QA
37.0224,-112.7903,182.6,QA
37.0224,-112.7909,181.4,QA
37.0224,-112.7914,180.1,QA
37.0224,-112.7919,178.9,QA
37.0224,-112.7924,182.6,QA
37.0224,-112.793,180.7,QA
37.0224,-112.7935,181.4,QA
37.0224,-112.794,189.6,QA
37.0224,-112.7946,184.7,QA
37.0224,-112.7951,182.0,QA
37.0224,-112.7956,181.4,QA
37.0224,-112.7961,176.5,QA
37.0224,-112.7967,182.0,QA
